V1,V2,V3,V4,V5,V6
206.12604807399944,275.6459919918639,307.94368159089294,154.29510117513868,141.578974938048,-1154.5246227647615
220.95613652810192,260.48786518170857,439.0732763767834,167.143712005039,173.82217003290023,-1294.9253656167402
192.5825765479604,269.2842069363514,326.5851541183584,150.1539803539026,149.03689793402768,-1167.1748880878822
256.1136039656569,312.0197344619744,315.48493745281564,168.50102195630794,103.74707784999961,-1250.2085961919768
246.42001365754635,263.9411878217092,309.69120460038584,168.59650755065152,174.30608410274837,-1125.6787924049884
201.11522110238036,293.2177036424865,354.8505458511114,176.70052906903578,137.50114832600323,-1254.765229884291
187.76386067877888,269.45881913527876,319.5206826100674,147.70937884042937,221.37672631614376,-1173.0544871205457
227.3936021139723,277.3410768935879,332.6733476259025,153.78279114629635,138.9309342749725,-1190.6121736610698
233.85864992278096,270.18180680513467,316.97884866748274,137.3828315704538,198.09365580784288,-1162.6533434234714
249.10116750759295,231.79249646083431,314.22947311225585,164.10959642365694,192.71250344656733,-1046.4476066441061
204.5233831328346,285.04640261235454,397.151860420045,192.1702051258642,131.43324352771452,-1286.2598798387032
242.829385688898,255.82455744816764,361.8643073684281,167.36049907683866,202.59523976106374,-1178.7090739348052
231.66695410824119,264.31419943463203,322.1488252907016,190.6517655018054,198.90100973217886,-1144.2671722416853
247.54649401792096,262.02070288193613,404.027453198849,160.72221868534794,138.33505387851275,-1239.5211622537013
231.07785877403035,275.0546252329144,343.3915532741066,172.0541340394046,196.62975090006762,-1202.1139377954812
219.93046000245198,266.4933797827593,314.2551609387184,158.20066863184437,194.88622406422382,-1149.8380657808543
241.39424726639774,246.5673405080241,361.6005378729535,160.60509560198273,225.34871437475027,-1158.221012643563
227.37845900712824,259.45243525825185,393.4031767794395,125.1502345285819,191.04109700301518,-1243.4067457975339
238.99427722142048,287.1602870494556,353.58247625842546,148.32757332914463,191.17425839186816,-1258.877014180959
202.85122195112106,290.4386478392493,340.81600802253024,171.01690058090074,143.20325525724644,-1232.564831740523
203.53979723070438,257.66751582935325,361.1147620150434,165.7465218382725,168.67827465324655,-1176.3911901345684
222.915917440894,269.8570404203701,371.469205715554,142.1186182614917,156.0419146002121,-1231.3591119886007
