V1,V2,V3,V4,V5,V6
0.5174515021622264,6.129643727884088,4.749147099102827,4.496208161348719,7.345079400435105,57.97369238980102
0.5327429298651385,6.406656268737438,4.00519900988138,5.625072728677006,4.296064968166112,30.708524732672135
0.38299550081067296,6.6015564233791615,4.40113981359464,6.440357739429556,5.754465163247962,43.252276197644676
2.092489726895346,3.7260252538994223,4.3507840460936,5.44490829937097,7.680104794412427,49.17568435969428
-0.5488102694429866,5.998112855692356,3.2188034889116444,5.842006091823978,7.460365246908755,62.67581799311907
-1.0595668836792915,7.314533506664416,4.429286560808094,3.934043938753474,7.413881969951458,69.93095006115163
0.549881937623593,6.93884221282584,4.537881429218363,6.400260292062644,6.526776367202226,54.29071966766567
-0.04383567138346445,5.006223108516569,3.4310487935502088,4.899462214342112,6.628766360440855,42.502525954029224
-1.5301844485994092,7.256471660421209,2.4243649019018014,7.142739320439769,6.590882400443547,62.81626655280773
-0.549914370043905,5.834903161196858,4.862995657865483,6.893731613855226,6.013343433221743,40.588800727827795
-0.6047710942538876,6.928217699754284,3.2709256758192042,6.965355197335463,9.172100832296334,105.73725542193003
0.90215941309864,6.765697302982725,2.5858717741141746,5.013312645673981,6.239103098056725,50.83808862400333
1.6484748344746634,6.348644309709167,4.47185265611194,7.274487046954098,6.881714188428207,54.07580511929281
0.8917974049721032,5.896679574331089,3.498538978452941,5.743434728037618,7.4676889192334945,60.50496015497282
-1.88769476081499,3.6784780966987674,5.243039761404159,5.5669446277104555,5.4242797408145185,22.030662121442617
0.23182556677261204,6.3956403582191355,5.323582993567582,5.664048381907465,7.344429620228455,60.19141147808215
-1.4390435855433237,6.596274987218925,3.3144497857314383,4.956125777109791,7.091900298094648,61.34705862950505
0.2643433849265939,6.880374209825473,3.1032621032247616,6.625883752658076,6.593387262074375,56.95021867460813
-0.5603403981806554,6.78483462737939,2.9026733635204,6.308213741798637,5.01099606319391,41.014357113574675
-2.011410656924225,5.5543132759231515,3.760668171396248,6.619316775575608,8.016725984697937,70.3119540485115
0.9616633269153768,4.791094804424661,2.620494298141568,5.734743979811307,6.0835117005913,35.7178573616177
0.43290801083778396,6.497372019949674,5.290611442011793,7.507841298676505,7.299794180671409,61.48123330109269
0.12731732749972924,6.973905617190921,4.3294845100064085,5.470710094465325,7.537870003047339,69.27706478336485
0.029966777408785228,7.210082089417998,3.704209225081534,6.058497131237247,4.7301894512178375,40.988611618194454
-0.8770307222197011,5.94180327563182,4.932529347488844,5.918496555400028,6.8244387579282355,50.647286903046165
0.02442477327177578,6.9956796942973645,4.293573725324354,7.735700856773075,6.37073309874533,54.59657109428156
0.34022651565929,6.663568289776568,4.05431547627972,8.166949770297148,5.297234776918877,41.29642462575616
2.6905046213641546,7.917305651193607,3.731710292754867,5.6392317211163965,7.350632276967724,73.7623702906003
1.832120941001365,7.112646232682261,3.1048877659761254,7.787085613434424,6.031536155749397,51.92196655864356
1.0917853023460107,6.02751769721531,2.4226659275852893,5.175579614041623,5.917407251713796,41.87701777188047
0.9370962961166962,7.671655802712652,4.27176048158779,8.040335191393279,6.8852497692622725,66.67498007679838
0.05918752802993654,6.788257821244311,4.114963928857842,6.196671666564814,5.313316195201083,41.27083577346791
0.6910941720162147,5.633208619976301,3.810051255998889,5.7912976064954504,7.525984434582528,59.41794499180807
-0.03821756074212662,7.8009968016368765,4.450093555651163,6.815822709275827,8.051507619384886,86.88013025064404
1.01699558337189,6.206054888809925,2.942763174852505,5.3100470713890955,7.097791776350437,57.31817863806876
-0.27564603069393157,6.469358511501683,4.591340218292992,7.943423545510406,5.568184536516615,41.74709566944332
0.6455415674639673,5.207680516610816,3.4424323534452608,6.07180837876507,7.484074866579147,56.67480249983366
1.047987748572719,7.131646742098181,3.17611558469762,6.865748984678054,5.759871546891639,49.18984307985899
-1.93970078538323,5.530487212671918,3.8632677475390063,6.289927655190083,6.281413032141944,43.39961685864163
0.25093027650683764,4.7719193165919656,3.7541713204455007,6.5133556967075386,7.142651471773606,48.86756635733267
0.5986673771665592,6.209924974309121,5.243333130733443,6.74795133135325,7.482533401637173,61.56389192658126
-1.9696260641207595,6.794820368844997,2.259832667848138,5.732558336189434,6.66117294422206,59.405070047832034
2.1797159989164077,6.3270520512422515,4.12446347203016,5.454960000760554,8.376503038922294,78.50818479820782
0.5616129876846018,5.940250353076911,3.4873206603213465,5.903853809117572,5.874323416707995,40.17756537503743
1.40489739285032,6.119272570292032,3.2595495881753327,5.189229971937881,6.010208987007032,42.04617903869535
1.2716217532342498,5.850349809370681,3.5704743110581143,5.875074922813546,9.799008892214678,111.55562586061741
-0.41793830582926383,5.164864163219073,3.6831107268469845,7.271617142044955,6.186676524795112,39.74121628638079
-1.4385567109800654,6.165361644620934,2.8200026586958926,6.220073151637717,7.688752320826985,69.24988283104445
-0.3590101975307092,4.167178199734115,5.520256353977528,7.322707347537543,7.30847808674131,46.700579749262324
2.043735965714906,6.458547444115586,4.20349630333427,6.282716264753994,6.49105679485166,49.31194150467138
-0.5759680470318461,5.932558047108423,4.143389475976298,4.17249098654583,7.123874239812809,54.49056996304643
-0.17383380859709763,7.50454347900837,3.768952558247895,6.339778100842735,6.971735924548918,66.80593251312143
0.25768440752376665,7.957289966062775,4.911301178634921,6.797328604829673,8.054473406386677,87.48328676735369
1.0096906444343454,6.273823887845423,3.9705967460590705,6.793889272047874,7.489569257593042,63.62126029426549
0.37211599500345255,5.387803989136961,2.1705060340224462,5.313347442603651,7.106298858038236,53.21110244677923
-0.8155700598676694,6.205881334457929,4.517200298797054,6.474031402768699,7.7327826601204634,67.74615002738875
0.7924392640895555,7.359760975128919,2.3455478371225973,4.7079653174507765,8.425540565593668,91.12806794694022
0.16716535364500926,5.132834612422291,4.072009553440783,6.081840232461662,6.628870059764116,43.10339822781235
-0.032955903803187137,4.538349428996888,3.5302468020354127,7.2374782952331795,5.886248473702027,32.73545945238065
1.8666192413569462,6.640189158823876,4.261664275253235,7.18761864025581,9.090914908019794,98.31128239016934
-1.5088868357671674,5.780415725603727,4.514080784130315,6.691346480569845,5.15331571105862,33.32283547781595
0.24450070679598615,5.678848391614887,3.277957693828971,6.209029424088361,7.0909512108926585,54.17060648952982
1.372317918988612,5.750635155670237,2.641031432659621,5.147103082919692,8.156007803539376,72.30556350326658
-0.5555422701737845,4.670186994857362,3.808862925456302,5.730647869860967,7.144815958856953,48.26680896331011
0.2720071700562544,6.678714249632219,4.611376224891574,6.615726479243095,7.467000696815953,66.13135838036904
-0.24285560398537842,4.767338937105483,3.0240276108408666,5.215018229538048,7.951173697282448,62.811851851040906
0.7630430867283087,6.72298754702561,4.5493685124618555,3.6064181671698847,7.900722433023543,71.63370522778177
0.9598692654884827,6.280287783135272,2.5010313627014105,8.276975966717774,6.1387030261051025,48.05187793928827
-0.3625972202395611,6.765513133534722,5.057151396326805,3.7996473227555043,6.471228803751064,50.44506952026367
0.9891041078478869,5.4165124626139125,3.813516001946338,6.831249283374634,8.685884464080244,80.97186354685614
0.22433376616028972,7.513489615504734,4.133204566650524,6.255085080928106,8.349607105456052,89.86234614854793
-0.20143302898179782,6.528202940495826,2.9047558489157455,7.367740510357139,4.95570838094893,38.926249674733604
0.12745147849787125,7.597635591488053,4.116654880417664,5.594692208632718,7.242551245977318,70.55943721445902
-1.1637815645225895,6.718695501321073,4.845100977481557,5.990263621215925,5.060355144404568,38.40092257960572
1.2650564937040385,5.698128151754234,2.9725477621918923,5.3372788905997455,4.767368394585732,28.92344515480183
0.6281429106974535,4.079690939865694,2.755509785537913,3.321572859104012,7.609901512847307,51.53089894113456
-1.2290941910562094,5.7568041070595095,4.1767606200412155,6.182243237026515,6.842822833243132,51.08407135640863
0.1621397515064453,7.5723237602831635,4.5018369107964995,3.777959090006469,8.111236493844999,83.55196173559673
-0.8015400129451635,6.733003381223337,3.989211318926454,6.100300796920591,6.231315187583842,50.64113925459868
2.0162018986392645,5.261619876110659,4.8026030539909765,5.857774069405691,5.601124337651951,29.964373845440097
0.09158793692868361,7.741699674134293,4.097287470835807,6.352923253399318,4.423335458690314,43.38834055581559
0.8667579488534567,6.71366769173407,4.363356943118026,6.115824218356535,6.47146367776824,51.55536536606344
1.422995234298488,5.265787486747095,3.930548623687748,4.493221864052123,7.103264201575838,48.68424778301966
1.406971800320379,6.9873769194463975,5.1580976413714215,4.023499377408057,6.723036788667211,54.15078458931927
0.07557990603353731,6.467726003321353,3.4311335072372744,6.315813442914998,7.069098564828623,59.63442251938979
1.0221981111837422,7.102700622492031,3.0246090947755193,6.257727540890096,6.106523669055653,52.397893556024755
0.11443050229297619,6.679351950678912,3.189645154440234,6.589838360287319,7.407219221518819,67.05807948442464
2.566662686011944,7.798115098237271,4.978974336124756,6.32183116132864,6.565337279401608,60.23094854721126
1.4567608931174048,6.255078842177284,4.039899733710091,7.27273293694254,5.523316151703839,38.657097706176884
0.66955677483003,4.4164292518536845,2.324996207083574,7.312066105050452,6.554517654241212,40.87509945031411
1.7924337804280812,5.775827959206736,3.900284200217332,4.678858658379509,8.723409126587509,81.98159036511959
2.1206307337843255,8.309463451017027,2.8067734652098753,5.4833754792419676,8.124296429162825,92.82436033220367
1.195532615828602,6.328471100615378,5.143043662895532,6.7708443327171475,4.901723823984132,32.57146836298028
0.7225871111990076,5.444710816770121,2.299592114374548,5.022032760028699,4.495724222565908,26.569979282339084
-0.4840069091531398,5.622708377717051,3.260192256910826,4.738307298706625,7.52693133115354,60.291026991164195
0.886813611128447,7.538743728990502,5.1559304258181635,6.632848568251565,6.189067464257387,54.592254341652534
0.599461199326258,8.052856441187192,2.9472146826908685,5.521070111023601,6.891491242909479,70.80262740204653
-0.9916262510927163,5.512591086454794,6.015411914994467,6.423507250901453,8.139055497458537,68.43739279298754
0.09394643492288712,5.10525837224009,4.65212274763042,7.0228262371375045,6.657972471053175,43.20258535492171
0.6241691534219597,4.184650609068279,5.770114390621397,5.972180600057951,8.609754073778424,69.2794539071318
-0.4979519784681581,6.129786363472838,7.5964715233474385,5.881008195747341,6.593129166575219,44.92813664238358
0.3310562312553792,5.601050079705178,4.237076408103653,5.6148437419341075,6.9357089544014405,49.61502884475985
-0.9821038150006149,6.9997825355326935,3.0167586884984656,4.934193154609085,7.007607852525155,63.485534426311155
-0.6596615681429021,6.989008023827884,5.3583605461515855,7.4632213900785835,7.0961467396374776,63.02463475604456
0.8100351310182544,4.509382645546257,2.825726817701755,6.397477471117119,7.453917600789775,53.036196004990714
-0.8147607604813925,6.40993586164247,3.396415269822208,6.553009011551188,6.824234169328807,56.59014084462585
1.2837297445246625,5.668502889432992,3.9495733285218435,5.6637584296033125,6.548620714352055,44.64807313849314
0.5644435717860785,6.333253339702159,2.9694113185578477,6.278891419822595,5.598434598187952,41.43068071181801
1.1489511444547649,5.377350719858446,4.275755807017908,5.710790408555045,6.096603043200095,37.090972715446675
-0.7733465365069225,5.964852765515994,3.7046393960060424,7.385749659606641,6.396242075920442,47.80171907041734
-1.171414782323217,7.791210209956615,2.804467947247204,7.3746744400702235,5.96498031678342,59.78677965337934
-0.7044755747609,8.24165808131677,6.345147127750173,7.426888353555167,8.50236942556222,98.58469340611788
0.6453113125830123,5.958338651365078,3.772501298540973,6.346036755538667,6.168306339971453,43.36593383782052
-0.29385493856791534,6.5387938655449505,3.2202830003316283,5.291203310394032,6.309264759512212,50.01381169452181
