V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
58.308705415920855,379.15206570188485,21.908988155438603,69.85830699338501,528.514147159035,106.12400169210511,-152.98323540924164,-643.9032927140786,1687.7832962230418,1774.6123589085007
117.41326432095589,383.42294112180645,27.172503599903937,88.78462216845824,472.03741018887433,216.836432213191,-304.23053183296474,-646.0320227902905,1692.5295718541463,1831.1088071995007
42.405828801028946,431.16492994242515,16.217173308567503,89.2661819586541,383.1784525022842,79.91147019632086,-107.76374962971894,-724.1440833551645,1895.1274694705385,1885.659131493963
86.50301412774351,331.50930897402304,35.218638490918615,53.49264805949571,371.48714135442924,162.58357039332606,-227.8286841662446,-559.5592655098179,1466.6188415872812,1506.3336625137074
99.908726028047,289.23831518431996,18.788616658900644,73.3466313472911,419.73008564004465,187.11324068223715,-260.7256394677821,-487.2321601774836,1275.8260629122692,1448.8327079989313
96.8861371151342,373.9242633797639,13.279768850767656,58.05586034827045,444.6029469180553,180.13997690476367,-251.31067746617143,-625.9654456364711,1640.4196645535735,1707.2490469785525
33.61000513830904,372.7131048457356,6.459652977653626,73.07569335340783,441.580575592593,65.54300554764231,-84.85479139766936,-623.299872630957,1633.8580874953132,1684.428046936248
22.125669822414253,447.210183944301,19.495586279087306,75.58419302001467,444.5848542880276,40.82973175796362,-55.2215257633214,-761.9419584785499,1995.7432293431602,1951.017145916577
137.6482437225518,353.1826678760501,7.149726361286106,41.742444094326785,440.5297552531037,253.02817524149754,-358.5553690557944,-590.3935774001866,1545.5325920120288,1620.4869030681946
55.05272523343973,331.5914405692624,27.86234039498954,80.79145652507549,437.2948540250762,98.4273966074982,-144.32854691485164,-554.9556487537733,1452.7766113540406,1567.6967929567465
54.023368268507085,407.8014085298159,27.10070886389552,103.01918707271875,428.6994887262311,102.04588953978508,-141.7468079492249,-687.2618962553543,1800.0735318120435,1880.2156174671184
116.68165709386847,326.25283408762596,31.99572160384708,67.18137384743001,464.764395693604,219.89939951634057,-303.30122325579157,-543.0121758596459,1422.5914883340197,1587.2291979929817
128.71946568980928,351.201635892813,12.438239349539426,66.93149707864599,374.6360615399749,235.26510593902128,-338.46985342287445,-586.2211754167387,1535.121230659906,1618.4896324168824
112.30682886240103,266.0752524663726,-24.384245515789857,87.34968344930594,344.15023126657513,215.4923589584971,-293.69069040174145,-449.3700547733002,1178.5290359829717,1366.8919944603344
64.71511463102637,346.98931342782294,13.83151689866253,73.65032444264055,437.580053311503,121.26688307170382,-167.3670332466657,-578.6216697835769,1515.5127672319534,1625.9576641641
35.70498989180734,271.63688081410044,17.222727953394344,57.36569592229054,320.8242005721233,72.9920960028895,-93.8196442589262,-454.4179114814545,1191.08369727744,1257.6648543190809
94.29788421780322,403.18196964340564,-6.070517452565678,63.091988524400946,444.7521788612048,173.8733225608786,-247.4134148725645,-683.7979337291258,1792.574294805425,1820.6231292231537
99.79179890858687,425.9135478383349,6.07072108193635,78.21480357172575,462.21859078946255,186.76994965134588,-260.2282288350465,-715.2282541009122,1872.7970890373367,1926.2496444743197
34.76700669083803,348.74762608754867,12.108986815825027,61.79504737509161,425.82655244801754,58.64809593957896,-90.12947656968262,-581.9171711920098,1525.8064888465412,1568.4115190652694
99.12177418356313,429.3736164508856,13.318919517010759,88.89417954562457,370.42614103940343,186.40927792662208,-258.17368699601855,-714.0682161145377,1871.57340590004,1902.6821274950562
121.0236589522396,312.6282513815868,14.404441664556773,39.080420156359864,421.38706841577243,224.43624277139443,-312.6937338986342,-519.9451389450332,1362.4001107083695,1463.2792560804544
96.62080415745325,377.1748236366706,23.898237893338685,62.6664825452428,444.2396451233308,179.73433598664008,-251.56239095377788,-638.5546924832528,1673.5829339804143,1737.750393129866
90.44434624841458,297.3519895240813,24.709596703577844,76.36009364761158,424.7212218608269,173.68277450948867,-234.73259843429474,-493.7081942529773,1292.408174422471,1470.611578646235
117.03398860576254,348.59017748116577,27.67409249416806,95.28629533760844,414.38036356450567,212.80020152889261,-305.4231863725469,-588.1931400682704,1542.198409079233,1683.1966036417016
86.76718170637982,389.76143440066653,5.421339150752161,87.42095190025731,429.48558690498027,163.48600997034853,-226.01801778947265,-653.8699983542704,1713.9899296506887,1800.1202897108449
64.78713107709932,380.75499018241,15.471908403461239,90.30296982852416,418.97332376650405,121.82762388000198,-168.5153976324215,-640.7583531893931,1680.011334664377,1756.689226847149
34.55727196302024,389.6124051223107,8.973354532081624,47.09959813893657,446.6535411048874,66.32854455880705,-91.11077167805328,-651.0567122154126,1706.3217686084572,1685.2003106404054
58.90993053382867,380.92898932337727,21.362634576230334,88.61011980110729,471.8406289244926,113.66198735280273,-154.0326221582993,-647.256540231065,1694.6076124243975,1799.1109094545686
122.8024792278951,330.778937634442,18.504767116402334,29.802289109354625,463.40537401924496,229.01749733839785,-323.3262574483436,-552.6308318780203,1447.9045698682978,1526.7421235690615
57.91759184221408,395.2100858211831,8.042149530078609,84.57410918965923,346.70402157820655,106.87722540214996,-150.81809204380858,-666.761066736475,1746.950359133628,1747.9370390663728
