V0,V1,V2,V3,V4,class_label
8.927037564957633,5.941844243486244,8.82935591202399,9.939436580354482,0.03632969941382169,class_0
10.81878553958761,6.377619109067103,7.264240757063591,8.796587056439476,1.8337309182758672,class_0
9.969057305516698,5.828601280406265,7.421017856681553,6.234341058008734,-1.1238860677380376,class_0
8.79030102628799,3.4670127312814656,8.169039006899663,9.04625878193594,2.61339671470615,class_0
9.868174999688888,4.826808148085925,7.577588557807147,7.117497253038794,-0.7758783578407662,class_0
8.769068208357938,3.6010408947977446,8.616655460092792,5.324753048552655,1.5514463032663177,class_0
8.948067105704883,4.187998542645531,7.786390111438534,8.762265024360797,-4.061926688945595,class_0
8.1101748213505,2.3712473603235646,8.65539678010863,9.045629243561836,-1.1002787746132532,class_0
10.748833864324624,7.385291732188785,8.84506545585505,9.396137528313592,0.8690408618658525,class_0
10.06612689474468,2.277968098765478,7.502999059821395,10.415182144502426,-1.4050920128167186,class_0
10.302631565463784,3.229961794628442,8.256353972968292,7.004635580192969,3.363695069074433,class_0
7.954514863023569,3.358770595626461,8.05158782785834,6.453269983590248,0.1506659184948267,class_0
9.15995380039564,4.620746832502253,8.874026078692218,6.8662513567368295,0.15518400676486888,class_0
9.577821274944572,6.664916604518897,7.44726768006294,8.1335259663782,-1.9516644327534547,class_0
9.853486996397809,5.940945598346153,7.789357553048083,10.479433141399516,1.134196764386771,class_0
10.775328758824424,5.493959704414054,7.593778892680987,8.116916964178564,-0.12996062946802933,class_0
8.008679719221805,6.673047948324193,9.057744387492226,7.295181707669149,-0.4748649899598685,class_0
8.603590371471311,4.6843348688594455,8.025227075860093,6.284486264985839,1.7827455143968638,class_0
9.070469671752837,5.000683862149626,7.752049623140514,9.050383148281567,0.6049503921737652,class_0
9.141226644877792,6.369685756000032,8.275026543580339,11.252198352567369,2.3206161760363386,class_0
9.217686768599169,4.118220752860063,9.167438509069662,9.693247271165555,-0.4753734638875231,class_0
8.515665616777113,4.457988245126338,8.11590273379067,7.707910085496564,-2.5974191029859997,class_0
9.340047383077064,2.5554624094571614,8.625614646164257,7.521436640437173,-0.7110572424843058,class_0
9.381924693422333,2.7951490077391794,7.272973902306056,6.431023675993288,-1.3111152382684743,class_0
9.792381234947593,3.2764966438851677,8.193504339659148,6.840053068364782,-1.4632165748282533,class_0
9.31430693187628,4.272976037796515,7.804164316368276,7.182989495199987,1.6246885287583281,class_0
9.02301767283276,6.046690160140737,7.520669619731863,10.074087248847851,2.397997633472227,class_0
9.896464337216878,4.393012458851339,7.471656315525954,9.744232806720126,1.8372608251180453,class_0
10.58600682040784,7.380737443402318,9.138908142662077,11.315089043168188,-1.9946317250814614,class_0
9.9762713634384,4.795153625225091,8.346565750497653,6.575750519766204,-3.3167742161790255,class_0
10.171267996322117,2.8692483193722778,9.332494449024901,9.897824215418026,0.3080341441300465,class_0
10.502177692019135,6.276899259365747,8.524014011967633,7.925212530312492,-0.4627970813744595,class_0
10.082954512553009,8.028069402595888,8.066899005301394,8.038730937347031,0.059337635254641696,class_0
8.29483574676595,5.019109511359784,8.007119857479564,9.80472367280993,-1.4433266649630714,class_0
9.950467764695583,6.5922498434026595,7.8424550834723314,10.459863708477956,1.8550590090890167,class_0
9.369242315483469,4.370349419055923,8.71850104026256,9.750922763424317,2.930056982057244,class_0
9.81739172819331,7.292353532113905,7.705720071854224,7.916701039414637,1.507547811216249,class_0
10.69578272569196,4.341552813161382,8.793580083643631,11.367451394368429,0.8927516733623441,class_0
9.813596831115342,4.061738672283973,8.757042181165513,7.039581585819196,0.7002364535148434,class_0
10.083875013752607,4.7013316998616705,8.978934049148092,8.170085055128276,-3.9014384137494913,class_0
9.795463365535355,4.371086326604135,7.849595277872249,8.463325214081353,4.736216136590224,class_0
9.27610637122277,4.560862643616239,7.144514015674826,11.868655020103771,0.6122920978537174,class_0
9.666958768959026,4.360784447890903,8.225023829900643,8.221377851989681,-0.6451546327866617,class_0
10.956899643428367,4.0812572806672085,7.353143472187532,9.263997321824004,-2.3784248225051465,class_0
8.633436740800184,3.3952669947963123,8.447012152931535,7.375020705905965,0.5200999775146098,class_0
9.69162074225889,4.800346096213302,7.9705685261209505,9.298028005221958,1.6405764807248526,class_0
10.051038592272567,3.9721556739010007,7.762744944977981,7.7886242577156075,-0.08884751163514193,class_0
10.427546932064622,4.786767211853693,8.58887674266327,10.485848472038521,-0.025170194130900714,class_0
9.7576254269,4.838533772125422,7.851014506551216,8.573964716627247,2.757336917005029,class_0
8.984640154398631,2.3068968339812908,8.408057860879063,7.844508229718665,-2.309064798587438,class_0
8.73675589595339,2.5404086757682984,8.426202466329087,9.509491865299339,2.099718414914345,class_0
10.189329815945621,6.424152116394107,8.413265175379568,7.9669554353322,-1.7211340410903342,class_0
9.772625430870793,4.305318253302968,7.39381309106634,7.346939630014536,0.751011230947008,class_0
11.647980020137796,4.633547225452147,8.154864317986997,8.889172476571467,-4.0983852965229115,class_0
9.542968002324182,6.388604110210121,7.938533889045011,7.99953779482972,0.953837578501659,class_0
10.525211244409649,3.5599287458405064,7.9472362077001995,9.923000144988139,-0.446033118611599,class_0
9.611710585841557,2.542892760463403,9.273562320343006,7.541979912489577,-1.0599486871434323,class_0
8.41848405179434,6.601707638040846,8.6986968189861,6.497422842490253,0.8757688359033021,class_0
8.9347656252173,5.889363589899637,8.392507039303228,8.318375946095804,-2.128802188353779,class_0
10.35950765996466,4.587510559401679,7.5264621600418575,8.564700017181082,-0.9113663598831474,class_0
11.352834581037397,5.055097280608594,6.5709476078098845,6.78174775376055,1.9287165794132666,class_0
8.328498619637095,5.169209095671951,7.44838942853316,8.539193298048726,0.1915268658897445,class_0
7.525514483640361,6.709639385453348,9.382915208116207,8.002188692479146,-1.5359030471139896,class_0
9.19452625353557,4.716400946055377,8.158420445073265,10.759142930619676,-1.1682895518545977,class_0
9.671097256074415,5.889670687566238,8.229905630969876,8.595769974866014,0.05451751504800523,class_0
9.65866768831556,3.261769931225957,7.93810080927036,8.650536260637475,0.6265558026580621,class_0
9.665612353701507,4.697278203962807,7.732183197307652,9.062601215195391,2.0072508199461128,class_0
9.634328634889776,5.753247620982773,7.934120876181638,6.453898904988655,-4.037652339797062,class_0
