V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
180.9697170290292,413.86916174368116,170.73093845633653,322.23369001839905,1.1253011116409084,0.43501949923891226,-0.2561432999993448,-4.861285537709588,-0.6864697260323709,317.9137260397296
193.77399349728717,433.91554033317186,155.49260376105013,302.8828720275564,3.222777784997035,-1.108035621190426,-2.951370534594373,-1.3738892864616272,2.569212328647164,309.9930330115409
193.9291638198734,393.71468763351027,157.851341352057,333.4332859358068,7.769301168787935,-7.1128404515718175,-14.381474086387756,4.548931848993886,14.915604897770026,293.8265075616324
185.96903069357467,485.5284876264627,151.24246898495485,357.9515627400073,6.6050661981090055,-2.886556197370564,-6.4878002982613125,-0.2260283120704865,5.975302805606938,343.4136776256336
186.3119137416865,402.53996261219527,150.28198828446227,341.5136659920598,5.119088138489797,-0.9344178069535364,-2.280984191040754,2.2249548663340524,7.360797993560253,309.50447448483
177.20721479088144,465.82144590755127,176.84670093792116,292.0138311046835,12.098951533488659,-5.235012178816916,-11.01597634548023,-2.1594956554249216,9.447653923702577,308.3614993464869
187.70457869900588,423.5836619855727,158.50176324758527,301.1591894570941,4.266279286321941,-2.0171885030365693,-5.074271657579207,-2.1533737415622465,3.7925003695119206,294.28592108863745
189.8229554442564,409.72764698108256,180.6234949852988,329.65200706012934,7.462645896542359,-4.6091907270085954,-9.924552832918774,1.7860886220285248,10.866171225874345,311.357601230878
182.89688266354437,437.8615569638503,166.22082262389588,348.0457296145408,23.39918238291143,-10.407289410789033,-22.074778462089423,0.5347282666624988,21.9795356088348,315.9197638569736
182.4106685880093,417.4985312920338,165.19633912600614,277.19933248172333,10.79361880656196,-4.7463851651423115,-7.492372888770168,3.3948897749074445,10.483406327834075,291.7120596562912
192.0181305779726,418.52830942860413,161.14793649904874,301.9031884531263,2.3147924604956724,-2.431266524614391,-5.319158505935527,-5.368028691533518,2.7779906466951205,310.4883366533662
184.39974836743653,427.6902204037468,182.5569808956876,313.59163490702616,12.360129588404298,-10.259466057821944,-22.041469664462362,-0.1730095561906806,19.584654191273852,299.26831143452864
186.5082478647599,389.4111857025692,172.35458180395852,277.00188210221984,7.5809956848415645,-4.679438467005512,-9.020418814370775,2.368889007448271,5.856205246400519,289.2509157132058
183.62862854230838,414.86689289339654,167.2364823102602,349.9890470916435,26.51243992217649,-14.37332791246065,-30.67853213107089,4.867064963488239,27.048465894392557,307.19008185394057
183.76589238332562,409.95906747555017,153.88060367607798,336.3134279257001,8.094789451581589,-4.6733535369737815,-9.464914850698065,-0.5381159045562969,7.6244540777666066,311.2767854925268
188.7069737994745,447.35958789565694,147.28910006647638,302.151904668369,4.122665446228437,-0.13028898187588078,1.1166165714935254,0.7645138047072927,1.2565122403685365,308.9418654935791
182.24436223506402,438.51652555726935,165.4503732782649,277.6005295718189,10.538503827707776,-8.533296900176444,-16.83921354488214,4.6388680208845345,18.308305545674735,279.29752471194223
183.5945345581609,418.0353076701887,161.7772801257854,306.5204504031492,18.482471365139553,-8.762778311480472,-18.884246975960952,-0.24483115898912697,16.47028181587854,298.2088508848546
182.92213070996132,405.94971702202463,160.7278069853478,312.3168051403572,11.954050125925354,-5.388808239862229,-12.036547921112925,-2.89394851437433,7.739578746138011,307.18486536893965
190.62161397649209,424.1264683275232,150.19743576622832,345.060571755075,16.72076284398769,-8.566087465505671,-19.547762194540766,6.969085413335567,20.427222957696824,301.83665186900396
182.5255244119392,426.81064862068087,169.00728795213016,306.9788800147057,7.121780562544152,-3.0511120207375697,-7.3327139908381875,1.8321527360122087,3.0626857478402814,315.5201924505634
183.07116892415425,401.59588371133765,166.43045916460238,317.49810200880347,16.833177574344493,-9.859456545118329,-20.28504010122155,2.476316492037697,16.17522901338141,295.3740364794513
178.75354137113106,388.3564799928554,167.6324844650984,361.5906713608182,11.456571740467288,-6.99518797838966,-13.570678796749036,-0.5957595742393813,14.852345728074553,321.3799595703062
